name,selling_price
Mahindra Scorpio VLS AT 2.2 mHAWK,600000
Hyundai Santro Xing XL,200000
Renault Pulse RxL Optional,500000
Mahindra Bolero SLX 2WD,315000
Maruti Wagon R VXI Minor,265000
Ford Figo 1.5D Base MT,350000
Tata Indigo CR4,200000
Tata Indica V2 DLE BSIII,114999
Hyundai i20 Magna 1.2,425000
Ford EcoSport 1.5 Diesel Trend BSIV,900000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,550000
Honda WR-V i-DTEC VX,900000
Hyundai i10 Era,165000
Hyundai Verna 1.6 CRDI AT SX Option,850000
Hyundai Verna 1.6 CRDi S Option,850000
Mahindra Thar CRDe AC,550000
Maruti Swift Dzire Vdi BSIV,500000
Maruti Swift Dzire VXI 1.2,630000
Hyundai i10 Era,160000
Honda City i DTEC VX,670000
Maruti Swift ZDi,430000
Hyundai Xcent 1.2 Kappa Base,375000
Hyundai i20 Asta Option 1.2,650000
Maruti Swift Dzire LDI,500000
Maruti Swift Dzire LDI,500000
Mahindra XUV500 W10 2WD,1350000
Volkswagen Ameo 1.5 TDI Comfortline,600000
Hyundai Creta 1.6 CRDi SX Plus,1200000
BMW X6 xDrive30d,3750000
Maruti Swift Dzire ZXI Plus,795000
Honda Jazz 1.2 V i VTEC,625000
Mercedes-Benz E-Class E250 CDI Avantgarde,2900000
Maruti Ignis 1.3 AMT Zeta,625000
Chevrolet Cruze LTZ AT,440000
Toyota Corolla Altis 1.8 G,1400000
Toyota Corolla Altis 1.8 VL AT,1450000
Mercedes-Benz GLA Class 200 CDI SPORT,2700000
Hyundai Grand i10 Sportz,550000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000
Mahindra XUV500 W10 2WD,1225000
Honda WR-V i-VTEC S,700000
Maruti Swift Dzire VDI,530000
Kia Seltos HTX Plus AT D,1900000
Maruti Ciaz RS ZDi Plus SHVS,844999
Skoda Rapid 1.5 TDI AT Style Plus,650000
Maruti Swift ZXI 2018,750000
BMW 6 Series GT 630d Luxury Line,6000000
Honda Jazz 1.2 SV i VTEC,610000
Chevrolet Beat LT,150000
Maruti Swift Dzire VXI,475000
Mahindra Scorpio SLX 4WD,375000
Mahindra KUV 100 mFALCON D75 K6 Plus,425000
Honda City i DTEC VX,800000
Maruti 800 DX,40000
Maruti Wagon R AMT VXI Option,509999
Toyota Etios Liva VD,387000
Maruti Alto 800 VXI,235000
Tata Sumo SE Plus BSII,95000
Maruti Swift Vdi BSIII,340000
Mahindra XUV500 W6 2WD,1000000
Ford Ikon 1.4 TDCi DuraTorq,160000
Mahindra Scorpio SLX 4WD LE,365000
Skoda Fabia 1.2L Diesel Elegance,300000
Maruti Swift Vdi BSIII,260000
Honda Jazz V CVT,860000
Hyundai Verna 1.6 Xi ABS,114999
Maruti Alto LXi,100000
Volkswagen Vento 1.5 TDI Highline,565000
Mahindra Xylo E4 BS III,450000
Maruti Baleno Zeta 1.2,625000
Maruti Alto 800 VXI,280000
Maruti Alto K10 VXI,330000
Hyundai Creta 1.6 CRDi Anniversary Edition,1300000
Tata Indica V2 GLX BSIII,65000
Tata Tiago 1.2 Revotron XZ,480000
Tata Tiago 1.05 Revotorq XZ,400000
Tata New Safari DICOR 2.2 GX 4x2,500000
Mahindra Xylo E4 ABS BS IV,320000
Mahindra XUV500 W8 2WD,750000
Mahindra Bolero Power Plus SLE,620000
Maruti Swift Dzire ZDi,300000
Hyundai Creta 1.6 SX Option Executive,1405000
Maruti Alto 800 LX,282000
Maruti Swift Dzire AMT VXI,700000
Ford Figo Aspire 1.5 TDCi Titanium,700000
Ford EcoSport 1.5 TDCi Titanium BSIV,600000
Skoda Rapid 1.6 TDI Ambition,290000
Chevrolet Cruze LTZ AT,430000
Hyundai i20 1.2 Magna Executive,575000
Hyundai Creta 1.6 VTVT E Plus,875000
Maruti Wagon R LXI BSIII,180000
Maruti Ritz VDi,229999
Toyota Glanza G CVT,800000
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,60000
Maruti SX4 Vxi BSIII,150000
Tata Indigo Grand Dicor,100000
Hyundai Creta 1.6 Gamma SX Plus,900000
Hyundai i20 1.4 Asta Option,850000
Chevrolet Beat Diesel LT,220000
Maruti Alto 800 LXI,250000
Tata Indica Vista Quadrajet LS,125000
Hyundai Creta 1.6 SX,1200000
Tata Indigo CR4,250000
Hyundai i20 Sportz 1.4 CRDi,440000
Tata Tiago 1.2 Revotron XT,400000
Maruti 800 Std,50000
Hyundai Verna VTVT 1.6 SX Option,1000000
Honda City i DTEC VX,600000
Hyundai i20 1.2 Asta,250000
Mahindra Bolero SLE,310000
Maruti Wagon R VXI,120000
Mahindra Xylo E4 BS III,390000
Hyundai Santro Sportz BSIV,458000
Ford EcoSport 1.5 Diesel Titanium BSIV,950000
Maruti Swift Dzire VXI 1.2 BS IV,650000
Maruti Swift Star VDI,400000
Hyundai Grand i10 AT Asta,400000
Maruti Alto LX,100000
Hyundai i10 Asta,350000
Tata Aria Prestige 4x2,450000
Mahindra Scorpio 2.6 DX,350000
Volkswagen Polo Diesel Trendline 1.2L,250000
Mahindra Bolero 2011-2019 ZLX,450000
Maruti 800 AC BSIII,157000
Mahindra XUV500 W11 Option BSIV,1500000
Mahindra XUV500 W11 Option BSIV,1500000
Tata Indica GLS BS IV,75000
Chevrolet Tavera B1-10 seats BSII,280000
Hyundai i20 Magna 1.2,600000
Tata Sumo CX,250999
Toyota Corolla Altis 1.8 Sport,350000
Renault KWID 1.0 RXT Optional,300000
Renault Duster 85PS Diesel RxS,819999
Tata Indigo TDI,409999
Hyundai Verna 1.6 Xi ABS,275000
Maruti Ertiga VDI,497000
Hyundai i20 Asta 1.2,500000
Mahindra Bolero 2011-2019 Camper,170000
Ford Ecosport 1.5 DV5 MT Trend,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000
Mahindra Marazzo M8,1460000
Isuzu MUX 2WD,2700000
Tata Nexon 1.5 Revotorq XZ Plus,830000
Ford EcoSport 1.5 Diesel Titanium BSIV,975000
Ford Aspire Trend Plus,620000
Nissan Kicks XL BSIV,860000
Datsun GO T Option BSIV,430000
Honda City i-VTEC CVT ZX,1227000
Honda City i VTEC V,860000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000
Ford Figo Diesel Titanium,225000
Chevrolet Captiva LT,500000
Ford Figo 1.5D Trend MT,500000
MG Hector Smart DCT,1700000
Maruti Ertiga VDI,545000
Maruti Swift VDI,400000
Maruti Swift Dzire LDI,650000
Hyundai Verna 1.6 Xi ABS,114999
Maruti Baleno Sigma 1.3,562000
Tata Sumo SE,96000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Mitsubishi Lancer 2.0 LXd,155000
Maruti Swift VDI BSIV,210000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Ford Fiesta 1.5 TDCi Titanium,590000
Hyundai Xcent 1.1 CRDi S,350000
Maruti Ignis 1.2 Zeta BSIV,484999
Tata Indica Vista TDI LS,240000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000
Maruti Alto 800 LXI,300000
Maruti Ciaz RS ZDi Plus SHVS,750000
Maruti Swift Dzire VXI,574000
Tata Indica Vista Quadrajet 90 VX,200000
Hyundai Creta 1.6 CRDi SX Option,1100000
Hyundai Santro Xing GL Plus,350000
Maruti 800 DX,70000
Ford Ikon 1.3 Flair,120000
Toyota Innova 2.5 G (Diesel) 7 Seater,700000
Maruti Baleno Sigma 1.2,500000
Tata Indigo CS LS (TDI) BS-III,370000
Tata Tigor 2017-2020 XZ Plus,600000
Maruti Zen LX - BS III,100000
Maruti Swift VDI,409999
Honda City i VTEC CVT SV,750000
Hyundai Grand i10 1.2 Kappa Asta,600000
Mahindra KUV 100 G80 K8 Dual Tone,550000
Renault Duster 110PS Diesel RxZ,950000
Mahindra Scorpio VLX 2WD ABS AT BSIII,645000
Mahindra XUV500 W8 2WD,750000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,650000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,800000
Toyota Corolla Altis 1.8 J,350000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,700000
Maruti Swift Dzire ZXi,335000
Maruti Swift Dzire LDi,270000
Hyundai Santro GLS I - Euro II,52000
Maruti Swift Dzire ZDi,320000
Hyundai Santro Xing XS,120000
Audi A4 1.8 TFSI,730000
Maruti SX4 Vxi BSIII,125000
Maruti Zen Estilo 1.1 LXI BSIII,150000
Maruti Alto 800 LXI,310000
Maruti Swift Dzire VDI,625000
Hyundai i10 Magna,267000
Hyundai i20 Active 1.2 SX Dual Tone,600000
Maruti Eeco 7 Seater Standard BSIV,180000
Toyota Glanza G Smart Hybrid,700000
Maruti 800 AC,121000
Hyundai Grand i10 Asta,350000
Toyota Innova 2.5 G (Diesel) 8 Seater,869999
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Maruti Wagon R LX BSIII,80000
Hyundai i10 Era 1.1,120000
Mahindra Scorpio M2DI,370000
Nissan Terrano XL 110 PS,750000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,484999
Hyundai Accent CRDi,120000
Honda City i VTEC V,860000
Maruti Swift Dzire LDI,650000
Maruti Ertiga ZDI,650000
Hyundai Verna 1.4 CRDi,710000
Ford Figo 1.5D Base MT,430000
Maruti Swift Vdi BSIII,305000
Ford Figo Diesel Titanium,220000
Tata Sumo MKII Turbo 2.0 LX,150000
Mahindra TUV 300 mHAWK100 T8,660000
Chevrolet Beat Diesel LT Option,140000
Toyota Corolla Altis JS MT,1100000
Jaguar XF 2.2 Litre Luxury,2450000
Volkswagen Ameo 1.5 TDI Comfortline AT,625000
Honda City 1.5 GXI,198000
Hyundai Santro GS zipPlus,60000
Maruti Wagon R LXI,130000
Honda City Corporate Edition,540000
Hyundai Grand i10 1.2 Kappa Sportz AT,550000
Maruti Celerio ZXI Optional,475000
Toyota Fortuner 2.8 4WD AT BSIV,3100000
Maruti Ritz VDi,217000
Hyundai Santro LE,35000
Maruti Swift Dzire AMT ZXI Plus,750000
Maruti Gypsy King ST BSIII,350000
Mahindra Scorpio VLS 2.2 mHawk,400000
Toyota Etios VD,570000
Hyundai EON Era Plus,180000
Opel Astra 1.6,68000
Skoda Octavia Classic 1.9 TDI MT,280000
Tata Indigo LS,90000
Mercedes-Benz M-Class ML 250 CDI,2600000
Tata Sumo Gold EX,700000
Mercedes-Benz GLA Class 200 CDI,1850000
Ford Ecosport 1.5 DV5 MT Titanium,685000
Maruti Swift VDI Windsong Limited edition,565000
Skoda Octavia Elegance 1.8 TSI AT,1600000
Hyundai Grand i10 CRDi Asta Option,395000
Hyundai i20 Sportz 1.4 CRDi,425000
Volkswagen Vento 1.5 TDI Highline BSIV,1350000
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,1950000
Renault KWID AMT RXL,535000
Renault KWID 1.0 RXT Optional,500000
Maruti Wagon R VXI Opt 1.2,434999
Tata Nano XTA,250000
Hyundai Verna 1.6 SX,700000
BMW 3 Series 320d Luxury Line,1100000
Volkswagen Passat 2.0 TDI AT Highline,900000
Maruti Wagon R VXI 1.2,425000
Mercedes-Benz E-Class E 220 CDI Avantgarde,1600000
Ford Figo Titanium Diesel,325000
Isuzu MUX 2WD,2700000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000
Tata Nexon 1.5 Revotorq XZA Plus,1140000
Tata Hexa XE,980000
Jeep Compass 2.0 Limited Option 4X4,1920000
Volkswagen Polo 1.0 TSI Highline Plus,808000
Maruti Swift Dzire VXI,550000
Maruti Alto LXi,215000
Ford Figo 1.2P Titanium Opt MT,512000
Maruti Alto LXi,215000
Skoda Rapid 1.6 TDI Elegance,500000
Skoda Rapid 1.5 TDI Elegance Black Package,700000
Tata Safari DICOR 2.2 LX 4x2,525000
Mahindra Scorpio LX BSIV,550000
Maruti Vitara Brezza ZDi,750000
Maruti Celerio X VXI Option BSIV,395000
Hyundai i20 2015-2017 Sportz 1.2,675000
Hyundai Santro Xing GLS,140000
Mahindra Scorpio VLX 2WD BSIV,430000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Toyota Etios V,270000
Toyota Etios V,270000
Maruti Wagon R LXI BS IV,300000
Chevrolet Sail Hatchback Diesel,355000
Maruti Alto 800 VXI,180000
Tata Indigo eCS VX BSIV,280000
Tata Manza ELAN Quadrajet BS III,250000
Tata Indica GLS BS IV,125000
Maruti Swift VDI BSIV,150000
Hyundai Santro Xing XL,95000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,810000
Hyundai i20 1.4 Magna AT,671000
Maruti Alto 800 VXI,295000
Maruti Ertiga SHVS ZDI Plus,850000
Maruti Swift ZDi,409999
Maruti Ertiga VXI,600000
Mahindra Bolero 2011-2019 ZLX,600000
Maruti Wagon R LXI BSIII,220000
Maruti Swift Dzire VDI,550000
Mahindra Scorpio EX,650000
Mahindra Scorpio 2009-2014 EX 2WD 9S,655000
Tata Sumo GX 7 Str BSII,130000
Renault Duster 110PS Diesel RxL,400000
Maruti Swift 1.3 LXI,250000
Maruti Alto LXi,155000
Tata Indigo CS eGLS BS IV,250000
Hyundai Grand i10 Sportz,400000
Datsun GO A Option Petrol,500000
Hyundai Santro Sportz AMT BSIV,565000
Ford EcoSport 1.5 Diesel Titanium BSIV,900000
Mahindra Bolero Power Plus SLE,650000
Mahindra Bolero 2011-2019 ZLX,600000
Maruti Swift Dzire VDI,800000
Hyundai i20 Sportz 1.4 CRDi,575000
Ford Figo 1.5P Titanium AT,550000
Maruti SX4 Vxi BSIV,190000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,750000
Maruti Baleno Delta 1.2,625000
Hyundai i20 1.4 Asta,799000
Maruti Wagon R VXI BS IV,300000
Maruti Ciaz 1.4 Alpha,850000
Chevrolet Spark 1.0 LT,130000
Maruti Alto K10 2010-2014 VXI,229999
Maruti Celerio ZXI,400000
Mahindra Thar CRDe,900000
Mahindra Scorpio 1.99 S4,800000
Hyundai EON Era Plus,250999
Tata Manza Aqua Safire,250000
Fiat Punto 1.2 Active,100000
Maruti Swift VXI Optional,450000
Renault Duster 85PS Diesel STD,575000
Renault Duster 85PS Diesel RxL Optional,400000
Maruti Celerio X ZXI BSIV,480000
Maruti Celerio X ZXI BSIV,490000
Tata Indigo LX,150000
Tata Bolt Quadrajet XM,600000
Hyundai Xcent 1.1 CRDi SX Option,500000
Tata Zest Quadrajet 1.3 Anniversary Edition,425000
Hyundai Accent DLS,108000
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,1030000
Maruti Wagon R VXI Optional,360000
Volkswagen Polo Petrol Comfortline 1.2L,290000
Maruti Swift VDI,400000
Maruti Esteem DI,70000
Tata Sumo CX,320000
Ford EcoSport 1.5 Diesel Titanium BSIV,975000
Honda City i-VTEC CVT ZX,1227000
Hyundai Verna 1.6 SX CRDi (O),755000
Ford Figo Diesel LXI,215000
Toyota Innova 2.5 G4 Diesel 7-seater,735000
Hyundai i10 Era,190000
Toyota Innova 2.5 VX (Diesel) 8 Seater,1365000
Honda Jazz 1.2 VX i VTEC,675000
Maruti Swift Dzire VDI,438999
Renault Lodgy Stepway 110PS RXZ 7S,550000
Maruti Swift Dzire VXI,409999
Renault KWID RXT Optional,350000
Chevrolet Beat Diesel,135000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,1490000
Maruti Swift VDI BSIV,520000
Maruti Swift Dzire VDi,315000
Maruti A-Star Lxi,235000
Hyundai Accent GLE,80500
Maruti Ritz VDi,375000
Maruti Swift VXi BSIV,189000
Honda Amaze E Option i-DTEC,550000
Ford Fiesta EXi 1.4 TDCi Ltd,260000
Maruti Swift Dzire AMT ZDI,650000
Maruti Swift Dzire VDI,480000
Hyundai i20 Asta Option 1.4 CRDi,700000
Maruti Ertiga VDI,650000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1300000
Volkswagen Jetta 2.0L TDI Highline AT,1350000
Volkswagen Vento 1.5 TDI Highline AT,1000000
Mercedes-Benz M-Class ML 350 4Matic,1700000
Toyota Yaris V CVT BSIV,1080000
Hyundai EON D Lite,170000
Maruti Swift DDiS VDI,610000
Maruti Ritz VXi,350000
Maruti Alto 800 LXI,260000
Fiat Linea 1.3 Multijet Emotion,700000
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,678000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000
Toyota Etios GD,400000
Hyundai i20 Magna,300000
Hyundai i20 2015-2017 Magna 1.2,520000
Nissan Terrano XV D Premium AMT,850000
Maruti Alto K10 VXI,300000
Honda City 1.5 S Inspire,350000
Maruti Omni LPG STD BSIV,70000
Maruti Vitara Brezza ZDi,892000
Fiat Grande Punto Sport 90BHP,285000
Hyundai i10 Magna LPG,300000
Maruti Ciaz VDI SHVS,620000
Maruti Vitara Brezza ZDi,750000
Maruti Alto 800 LXI,270000
Maruti Ertiga ZDI,560000
Hyundai Santro Xing GLS,300000
Hyundai Santro Xing GLS,300000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,570000
Tata Indigo CS eLX BS IV,220000
Maruti SX4 Vxi BSIV,260000
Maruti Swift AMT VXI,600000
Tata Nano XE,80000
Hyundai EON Magna Plus,300000
Tata Zest Revotron 1.2T XM,300000
Mahindra KUV 100 mFALCON G80 K8 5str,400000
Maruti Swift VXI BSIV,550000
Honda City i-DTEC V,1200000
Ford Figo 1.5D Trend MT,500000
Maruti Esteem Vxi - BSIII,93000
Honda City i DTEC SV,500000
Toyota Platinum Etios 1.4 GXD,670000
Toyota Innova 2.5 VX 7 STR,750000
Maruti Alto K10 VXI,370000
Maruti 800 Std,100000
Hyundai i10 Sportz 1.1L,425000
Toyota Innova 2.5 V Diesel 8-seater,370000
Toyota Etios GD,400000
Tata New Safari DICOR 2.2 EX 4x2,229999
Maruti Ertiga SHVS VDI,850000
Mahindra Verito 1.5 D4 BSIV,750000
Tata Winger Deluxe - Flat Roof (Non-AC),235000
Honda WR-V i-DTEC S,700000
Hyundai Grand i10 CRDi Magna,480000
Tata Zest Quadrajet 1.3 75PS XM,475000
Skoda Rapid 1.5 TDI Ambition,610000
Toyota Innova 2.5 G4 Diesel 8-seater,650000
Honda WR-V i-DTEC S,800000
Tata New Safari DICOR 2.2 EX 4x2,520000
Tata Indica V2 eLS,160000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,1000000
Maruti Ertiga VDI,700000
Honda Amaze S i-DTEC,590000
Maruti Wagon R VXI,140000
Mahindra TUV 300 mHAWK100 T8,725000
Toyota Innova Crysta 2.4 ZX MT BSIV,1680000
Maruti Swift Dzire VDI,550000
Maruti Ritz VDi,240000
Chevrolet Captiva 2.2 LT,667000
Honda Jazz 1.5 S i DTEC,670000
Maruti Swift Dzire VDI,550000
Maruti Celerio ZXI,400000
Hyundai Verna 1.6 SX,545000
Maruti Ertiga LXI,599000
Hyundai Creta 1.4 CRDi S,725000
Honda City i VTEC V,525000
Maruti Ritz VDi,204999
Skoda Fabia Scout 1.2 TDI,190000
Hyundai Grand i10 CRDi Sportz,310000
Hyundai Grand i10 CRDi Sportz,380000
Maruti Alto K10 2010-2014 VXI,204000
Hyundai EON 1.0 Era Plus,350000
Volkswagen Vento Diesel Highline,350000
Ford Figo Diesel Titanium,175000
Volkswagen Vento Diesel Highline,340000
Honda City i-VTEC VX,950000
Honda City i VTEC V,894999
Tata Sumo Gold EX,350000
Tata Indigo GLX,100000
Maruti Swift Dzire VDI,550000
Tata Indigo LX,100000
Mahindra XUV500 W6 2WD,800000
Mahindra Bolero 2011-2019 ZLX BSIII,525000
Tata New Safari DICOR 2.2 EX 4x2,500000
Maruti 800 Std MPFi,42000
Maruti Swift Dzire 1.2 Lxi BSIV,190000
Maruti Swift Dzire VDI,694000
Mahindra XUV500 AT W6 2WD,861999
Honda Amaze SX i-DTEC,650000
Maruti Swift Dzire ZDi,310000
Maruti Swift VDI,360000
Maruti Swift Dzire LDi,240000
Mahindra XUV500 W8 AWD,500000
Toyota Innova 2.5 GX 7 STR,475000
Maruti Alto LX,100000
Maruti SX4 Zxi BSIII,200000
Toyota Innova 2.5 G2,430000
Mahindra Xylo E4 BS IV,245000
Maruti Swift Dzire VDI,450000
Maruti Vitara Brezza VDi Option,800000
Maruti Ritz LXI,215000
Maruti Vitara Brezza VDi Option,760000
Volkswagen Polo 1.5 TDI Comfortline,416000
Maruti Wagon R LXI BSIII,195000
Maruti Alto 800 VXI,325000
Maruti Alto K10 LXI,145000
Maruti Swift VDI,675000
Maruti Wagon R VXI Optional,340000
Tata Manza Aura Plus Quadrajet BS IV,340000
Maruti Omni MPI STD BSIV,260000
Maruti Alto 800 LXI,300000
Maruti 800 AC,75000
Tata Indica Vista TDI LX,350000
Maruti XL6 Alpha,1000000
Tata Manza Aura (ABS) Quadrajet BS IV,170000
Maruti Swift Dzire Tour S CNG,600000
Honda City 1.5 V AT,800000
Force One EX,850000
Mahindra XUV500 W6 2WD,980000
Ford Endeavour 2.5L 4X2,850000
Tata Sumo Gold GX BSIII,340000
Maruti Vitara Brezza ZDi AMT,900000
Maruti Swift Dzire VDi,310000
Maruti Ertiga ZDI,600000
Maruti Swift Dzire ZDi,270000
Hyundai Santro Sportz BSIV,509999
Tata Indica Vista TDI LX,225000
Hyundai i10 Magna,280000
Tata Tiago 1.05 Revotorq XZ WO Alloy,490000
Mahindra Bolero 2011-2019 Plus AC,440000
Tata Safari Storme EX,500000
Honda CR-V 2.4L 4WD,476999
Hyundai i20 Active 1.2 S,590000
Ford Endeavour 2.5L 4X2 MT,500000
Ford EcoSport 1.5 TDCi Titanium BSIV,600000
Mahindra Scorpio 1.99 S4,750000
BMW 3 Series 320d GT Luxury Line,2950000
BMW 5 Series 520d Luxury Line,5200000
Volkswagen Polo 1.5 TDI Comfortline,695000
Maruti Swift Dzire VDI Optional,690000
Hyundai Grand i10 1.2 CRDi Magna,409999
Tata Harrier XZ Plus,1650000
Audi Q3 2.0 TDI Quattro Premium Plus,2375000
Hyundai Grand i10 1.2 CRDi Sportz,525000
Jeep Compass 2.0 Limited Plus 4X4,2150000
Mahindra XUV500 W8 2WD,540000
Toyota Fortuner 4x4 AT,2750000
Mahindra Scorpio 1.99 S10 4WD,1000000
Audi A4 35 TDI Premium Plus,2900000
Mahindra TUV 300 mHAWK100 T8,725000
Maruti Ciaz Alpha Diesel,975000
Maruti Wagon R VXI,355000
Honda CR-V 2.4L 4WD MT,400000
Maruti Alto 800 VXI BSIV,265000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,650000
Maruti Ciaz 1.3 Alpha,720000
Hyundai Verna 1.6 VTVT S,850000
Maruti Alto K10 VXI,290000
Mercedes-Benz E-Class E 250 Elegance,1200000
Mahindra TUV 300 T8 AMT,600000
Maruti Ritz VDi,300000
Renault Pulse RxL,225000
Maruti Swift Dzire VDi,240000
Hyundai Verna 1.6 SX,700000
Maruti Swift VDI BSIV,470000
Hyundai i20 Active 1.4 SX Dual Tone,800000
Renault Duster 110PS Diesel RxZ,450000
Tata Indica V2 DLE BSII,90000
Toyota Corolla Altis Diesel D4DG,450000
Toyota Etios Liva GD,400000
Toyota Innova Crysta 2.8 GX AT BSIV,1465000
Hyundai Creta 1.6 CRDi SX Plus,925000
Toyota Innova Crysta 2.4 GX MT BSIV,1385000
Toyota Fortuner 4x4 MT,2000000
Tata Indigo LS,80000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,300000
Maruti Swift Dzire VDi,360000
Hyundai Verna Transform CRDi VGT SX ABS,320000
Ambassador Classic 2000 DSZ AC PS,99000
Maruti Ertiga SHVS ZDI,780000
Maruti Ertiga VDI,620000
Skoda Octavia RS 1.8 Turbo Petrol MT,100000
Tata Indica Vista Safire GLX,210000
Mahindra Bolero 2011-2019 SLE,375000
Renault Triber RXZ,786000
Mahindra XUV500 W8 AWD,1000000
Maruti Zen D,120000
Mahindra Verito Vibe 1.5 dCi D6,750000
Hyundai i20 Magna 1.2,550000
Tata Safari Storme LX,875000
Tata Safari Storme LX,890000
